Session ID,Capture Timestamp,Relative Time (s),Emotion,Confidence
Session_1753410568,2025-07-25 12:27:24,7,neutral,0.58
Session_1753410568,2025-07-25 12:27:24,7,neutral,0.61
Session_1753410568,2025-07-25 12:27:24,7,neutral,0.6
Session_1753410568,2025-07-25 12:27:24,7,neutral,0.57
Session_1753410568,2025-07-25 12:27:24,7,neutral,0.62
Session_1753410568,2025-07-25 12:27:24,7,neutral,0.62
Session_1753410568,2025-07-25 12:27:24,7,neutral,0.43
Session_1753410568,2025-07-25 12:27:25,7,neutral,0.47
Session_1753410568,2025-07-25 12:27:25,7,neutral,0.5
Session_1753410568,2025-07-25 12:27:25,7,neutral,0.59
Session_1753410568,2025-07-25 12:27:25,7,neutral,0.59
Session_1753410568,2025-07-25 12:27:25,7,neutral,0.59
Session_1753410568,2025-07-25 12:27:25,7,neutral,0.62
Session_1753410568,2025-07-25 12:27:25,8,neutral,0.57
Session_1753410568,2025-07-25 12:27:25,8,neutral,0.56
Session_1753410568,2025-07-25 12:27:25,8,neutral,0.54
Session_1753410568,2025-07-25 12:27:25,8,neutral,0.76
Session_1753410568,2025-07-25 12:27:25,8,neutral,0.76
Session_1753410568,2025-07-25 12:27:25,8,neutral,0.6
Session_1753410568,2025-07-25 12:27:25,8,neutral,0.59
Session_1753410568,2025-07-25 12:27:25,8,neutral,0.59
Session_1753410568,2025-07-25 12:27:25,8,neutral,0.65
Session_1753410568,2025-07-25 12:27:25,8,neutral,0.68
Session_1753410568,2025-07-25 12:27:26,8,neutral,0.68
Session_1753410568,2025-07-25 12:27:26,8,neutral,0.51
Session_1753410568,2025-07-25 12:27:26,8,neutral,0.59
Session_1753410568,2025-07-25 12:27:26,8,neutral,0.55
Session_1753410568,2025-07-25 12:27:26,8,neutral,0.54
Session_1753410568,2025-07-25 12:27:26,9,neutral,0.55
Session_1753410568,2025-07-25 12:27:26,9,neutral,0.55
Session_1753410568,2025-07-25 12:27:26,9,neutral,0.68
Session_1753410568,2025-07-25 12:27:26,9,neutral,0.63
Session_1753410568,2025-07-25 12:27:26,9,neutral,0.6
Session_1753410568,2025-07-25 12:27:26,9,neutral,0.65
Session_1753410568,2025-07-25 12:27:26,9,neutral,0.66
Session_1753410568,2025-07-25 12:27:26,9,neutral,0.74
Session_1753410568,2025-07-25 12:27:26,9,neutral,0.67
Session_1753410568,2025-07-25 12:27:26,9,neutral,0.64
Session_1753410568,2025-07-25 12:27:27,9,neutral,0.64
Session_1753410568,2025-07-25 12:27:27,9,neutral,0.65
Session_1753410568,2025-07-25 12:27:27,9,neutral,0.71
Session_1753410568,2025-07-25 12:27:27,9,angry,0.42
Session_1753410568,2025-07-25 12:27:27,9,neutral,0.39
Session_1753410568,2025-07-25 12:27:27,10,neutral,0.42
Session_1753410568,2025-07-25 12:27:27,10,neutral,0.59
Session_1753410568,2025-07-25 12:27:27,10,neutral,0.33
Session_1753410568,2025-07-25 12:27:27,10,neutral,0.31
Session_1753410568,2025-07-25 12:27:27,10,neutral,0.33
Session_1753410568,2025-07-25 12:27:27,10,angry,0.35
Session_1753410568,2025-07-25 12:27:27,10,angry,0.38
Session_1753410568,2025-07-25 12:27:27,10,angry,0.34
Session_1753410568,2025-07-25 12:27:27,10,neutral,0.34
Session_1753410568,2025-07-25 12:27:27,10,sad,0.32
Session_1753410568,2025-07-25 12:27:28,10,angry,0.41
Session_1753410568,2025-07-25 12:27:28,10,angry,0.43
Session_1753410568,2025-07-25 12:27:28,10,angry,0.41
Session_1753410568,2025-07-25 12:27:28,10,angry,0.42
